State,City,Population
Alabama,Abbeville,2624
Alabama,Abernant,7599
Alabama,Adamsville,4435
Alabama,Addison,749
Alabama,Akron,338
Alabama,Alabaster,31545
Alabama,Alberta,1632
Alabama,Albertville,21458
Alabama,Alexander City,14849
Alabama,Alexandria,3917
Alabama,Aliceville,2388
Alabama,Allgood,628
Alabama,Altoona,928
Alabama,Andalusia,9081
Alabama,Anderson,279
Alabama,Anniston,22457
Alabama,Arab,8284
Alabama,Ardmore,1341
Alabama,Argo,4187
Alabama,Ariton,745
Alabama,Arley,356
Alabama,Arsenal,2675
Alabama,Ashford,2164
Alabama,Ashland,1984
Alabama,Ashville,2255
Alabama,Athens,24522
Alabama,Atmore,10006
Alabama,Attalla,5940
Alabama,Auburn,60258
Alabama,Autaugaville,865
Alabama,Avon,535
Alabama,Axis,757
Alabama,Babbie,607
Alabama,Baileyton-Joppa,5808
Alabama,Baileyton,620
Alabama,Bakerhill,3743
Alabama,Ballplay,1580
Alabama,Banks-Josie,2197
Alabama,Bay Minette,9049
Alabama,Bayou La Batre,2636
Alabama,Bear Creek,1052
Alabama,Beatrice,289
Alabama,Beauregard-Marvyn,10469
Alabama,Belk,211
Alabama,Bellamy,543
Alabama,Belle Fontaine,608
Alabama,Bellwood-Coffee Springs,2436
Alabama,Belmont,502
Alabama,Benton-Collirene,2168
Alabama,Berry,1120
Alabama,Bessemer,26949
Alabama,Beulah,6187
Alabama,Bexar,1622
Alabama,Big Sandy-Duncanville,8894
Alabama,Birmingham,212247
Alabama,Black,207
Alabama,Blountsville,1698
Alabama,Blue Mountain,236
Alabama,Blue Ridge,1341
Alabama,Boaz,9689
Alabama,Boligee,311
Alabama,Boykin,275
Alabama,Braggs-Prairie Hill,2135
Alabama,Branchville,995
Alabama,Brantleyville,884
Alabama,Brantley,808
Alabama,Bremen,8517
Alabama,Brent,4881
Alabama,Brewton,5391
Alabama,Bridgeport,2372
Alabama,Brighton,2885
Alabama,Brilliant,887
Alabama,Bristow Cove,683
Alabama,Brook Highland,6746
Alabama,Brookside,1340
Alabama,Brooksville,5122
Alabama,Brookwood,1834
Alabama,Brundidge,2001
Alabama,Butler,1819
Alabama,Bynum,1887
Alabama,Cahaba Heights,5197
Alabama,Calera,12972
Alabama,Calvert,277
Alabama,Camden,1933
Alabama,Camp Hill,992
Alabama,Carbon Hill,1980
Alabama,Carlisle-Rockledge,2137
Alabama,Carlowville,800
Alabama,Carolina,299
Alabama,Carrollton,989
Alabama,Castleberry,566
Alabama,Cedar Bluff,1816
Alabama,Center Point,16777
Alabama,Centreville,2705
Alabama,Centre,3595
Alabama,Chalkville,3824
Alabama,Chapman,1863
Alabama,Chatom,1237
Alabama,Chelsea,11758
Alabama,Cherokee,1024
Alabama,Chickasaw,5981
Alabama,Childersburg,5068
Alabama,Choccolocco,5611
Alabama,Chunchula,210
Alabama,Citronelle,3885
Alabama,Clanton,8727
Alabama,Clarence,5625
Alabama,Clayhatchee,576
Alabama,Clayton,2947
Alabama,Clay,9700
Alabama,Cleveland,1316
Alabama,Clio,1547
Alabama,Cloverdale,6209
Alabama,Coaling,1663
Alabama,Coats Bend,1394
Alabama,Coffee Springs,228
Alabama,Coffeeville,341
Alabama,Coker,985
Alabama,Collinsville,1976
Alabama,Colony,271
Alabama,Columbiana,4213
Alabama,Columbia,741
Alabama,Concord-Hopkins,7259
Alabama,Concord,1837
Alabama,Coosada,1230
Alabama,Cordova,2035
Alabama,Cottonton-Seale,4764
Alabama,Cottonwood,1275
Alabama,County Line,261
Alabama,Courtland,604
Alabama,Cowarts,1953
Alabama,Coy-Fatama,978
Alabama,Craig-Tyler,6843
Alabama,Crane Hill,2341
Alabama,Crawford,3268
Alabama,Creola,1942
Alabama,Crossville,1846
Alabama,Cuba,323
Alabama,Cullman,15145
Alabama,Dadeville,3184
Alabama,Daleville,5142
Alabama,Danville,6242
Alabama,Daphne,24395
Alabama,Dauphin Island,1242
Alabama,Daviston,212
Alabama,Deatsville,1158
Alabama,Decatur,55532
Alabama,Demopolis,7182
Alabama,Detroit,230
Alabama,Dixons Mill,2338
Alabama,Dodge City,599
Alabama,Dora,1969
Alabama,Dothan,68409
Alabama,Double Springs,1068
Alabama,Douglas,757
Alabama,Dozier,332
Alabama,Dunnavant,981
Alabama,Dutton,312
Alabama,East Brewton,2426
Alabama,East Escambia,5729
Alabama,East Point,201
Alabama,Echo,2059
Alabama,Eclectic,1015
Alabama,Edgewater,883
Alabama,Edwardsville,204
Alabama,Egypt,932
Alabama,Elba,3893
Alabama,Elberta,1634
Alabama,Elkmont,462
Alabama,Elmore,1274
Alabama,Elrod-Moores Bridge-Echola,1349
Alabama,Emerald Mountain,2561
Alabama,Empire,2519
Alabama,Enterprise,27772
Alabama,Eufaula,12781
Alabama,Eunola,243
Alabama,Eutaw,2788
Alabama,Eva,512
Alabama,Evergreen,3773
Alabama,Excel,682
Alabama,Fairfield,10988
Alabama,Fairhope,18089
Alabama,Fairview,452
Alabama,Falco,1635
Alabama,Falkville,1270
Alabama,Fayetteville,1284
Alabama,Fayette,4524
Alabama,Fitzpatrick,964
Alabama,Flat Creek-Wegra,1952
Alabama,Flomaton,1417
Alabama,Florala,1981
Alabama,Florence,40215
Alabama,Foley,16243
Alabama,Folsom,3011
Alabama,Forest Home,1608
Alabama,Forestdale,10162
Alabama,Forkland-Tishabee,1859
Alabama,Forkland,606
Alabama,Fort Davis,717
Alabama,Fort Deposit,1256
Alabama,Fort Payne,14125
Alabama,Fort Rucker,4636
Alabama,Fosters,2706
Alabama,Frisco City,1239
Alabama,Fruitdale,2429
Alabama,Fruithurst,283
Alabama,Fultondale,8908
Alabama,Fulton,264
Alabama,Fyffe,1024
Alabama,Gadsden,36295
Alabama,Gallant,855
Alabama,Gantt,223
Alabama,Garden City,491
Alabama,Gardendale,13729
Alabama,Geneva,4454
Alabama,Georgiana,1680
Alabama,Geraldine,901
Alabama,Gilbertown,208
Alabama,Glen Allen,501
Alabama,Glencoe,5174
Alabama,Good Hope,2268
Alabama,Goodman,2453
Alabama,Goodwater-Kellyton,4200
Alabama,Goodwater,1357
Alabama,Gordonville,308
Alabama,Gordon,329
Alabama,Gordo,1689
Alabama,Goshen-Shady Grove,2313
Alabama,Goshen,258
Alabama,Graham,211
Alabama,Grand Bay,3672
Alabama,Grant,903
Alabama,Grayson Valley,5736
Alabama,Graysville,2114
Alabama,Greensboro,2402
Alabama,Greenville,7902
Alabama,Greenwood,14409
Alabama,Grimes,545
Alabama,Grove Hill,1509
Alabama,Guin,2333
Alabama,Gulf Shores,10963
Alabama,Guntersville,8358
Alabama,Gurley,792
Alabama,Hackleburg,1490
Alabama,Hackneyville,347
Alabama,Haleyville,4122
Alabama,Hamburg,552
Alabama,Hamilton,6790
Alabama,Hammondville,487
Alabama,Hanceville,3238
Alabama,Harpersville,1682
Alabama,Hartford,2635
Alabama,Hartselle,14459
Alabama,Harvest,5281
Alabama,Hatton,4584
Alabama,Hayden,1341
Alabama,Hayneville,874
Alabama,Hazel Green,3630
Alabama,Headland,4700
Alabama,Heath,258
Alabama,Heflin,3517
Alabama,Heiberger,943
Alabama,Helena,17883
Alabama,Henagar,2344
Alabama,Henderson-Spring Hill,3047
Alabama,Highland Lakes,3926
Alabama,Highland Lake,423
Alabama,Hillsboro,527
Alabama,Hissop,658
Alabama,Hobson City,764
Alabama,Hodges,285
Alabama,Hokes Bluff,4325
Alabama,Hollins,545
Alabama,Hollis Crossroads,608
Alabama,Holly Pond,806
Alabama,Hollywood,982
Alabama,Holtville,4096
Alabama,Holt,3638
Alabama,Homewood,25802
Alabama,Hoover,84353
Alabama,Hope Hull,8913
Alabama,Horn Hill,230
Alabama,Hueytown,15815
Alabama,Huguley,2540
Alabama,Huntsville,188226
Alabama,Hurtsboro,601
Alabama,Hytop,351
Alabama,Ider,716
Alabama,Indian Springs Village,2511
Alabama,Inverness,1718
Alabama,Irondale,12444
Alabama,Isabella-Pletcher,3177
Alabama,Ivalee,879
Alabama,Jacksons' Gap,808
Alabama,Jacksonville,12250
Alabama,Jackson,5025
Alabama,Jack,1953
Alabama,Jasper,14109
Alabama,Jemison,2631
Alabama,Jones Chapel,4589
Alabama,Joppa,501
Alabama,Kansas,222
Alabama,Kellyton,201
Alabama,Kennedy,434
Alabama,Killen,988
Alabama,Kimberly,2835
Alabama,Kinsey,2206
Alabama,Kinston,538
Alabama,La Fayette,2984
Alabama,Laceys Spring,9055
Alabama,Ladonia,3142
Alabama,Lake Purdy,7362
Alabama,Lake View,2067
Alabama,Lanett,6447
Alabama,Langdale,13528
Alabama,Langston,267
Alabama,Leeds,11939
Alabama,Leesburg,1021
Alabama,Leighton,718
Alabama,Leroy,911
Alabama,Level Plains,2024
Alabama,Lexington,728
Alabama,Lincoln,6438
Alabama,Linden,2034
Alabama,Lineville,2321
Alabama,Lipscomb,2175
Alabama,Lisman,513
Alabama,Little Texas-Society Hill,1403
Alabama,Littleville,996
Alabama,Livingston,3439
Alabama,Loachapoka-Roxana,3885
Alabama,Lockhart,519
Alabama,Locust Fork,1192
Alabama,Logan,3694
Alabama,Long Island,6081
Alabama,Lookout Mountain,3231
Alabama,Louisville,496
Alabama,Loxley,1725
Alabama,Luverne,2835
Alabama,Lyeffion,1801
Alabama,Lynn,648
Alabama,Macedonia,292
Alabama,Madison Crossroads,10779
Alabama,Madison,46450
Alabama,Madrid,342
Alabama,Magnolia Springs,782
Alabama,Malvern,1442
Alabama,Manchester,5032
Alabama,Mantua-West Greene,1738
Alabama,Maplesville,705
Alabama,Marbury,5258
Alabama,Margaret,4506
Alabama,Marion,3482
Alabama,Maytown,376
Alabama,McCullough-Huxford,5105
Alabama,McDonald Chapel,717
Alabama,McIntosh,227
Alabama,McKenzie,516
Alabama,Meadowbrook,8769
Alabama,Mentone,365
Alabama,Meridianville,6021
Alabama,Midfield,5263
Alabama,Midland City,2366
Alabama,Midway,493
Alabama,Mignon,1284
Alabama,Millbrook,15169
Alabama,Millerville-Hollins,2373
Alabama,Millerville,278
Alabama,Millport,1014
Alabama,Millry,524
Alabama,Milltown,1043
Alabama,Mineral Springs,3367
Alabama,Minor,1094
Alabama,Mobile,194675
Alabama,Monroeville,6189
Alabama,Montevallo,6601
Alabama,Montgomery,200481
Alabama,Moody,12457
Alabama,Moores Mill,5682
Alabama,Morris Chapel,11091
Alabama,Morrison Crossroads,219
Alabama,Morris,1912
Alabama,Mosses,965
Alabama,Moulton,3375
Alabama,Moundville,2460
Alabama,Mount Herman Valley,1638
Alabama,Mount Hope,1895
Alabama,Mount Meigs,5554
Alabama,Mount Olive,4079
Alabama,Mount Vernon,1559
Alabama,Mountain Brook,20734
Alabama,Mountainboro,332
Alabama,Movico,305
Alabama,Mud Creek,4765
Alabama,Mulga,822
Alabama,Munford,1262
Alabama,Muscle Shoals,13614
Alabama,Nances Creek,407
Alabama,Napier Field,346
Alabama,Nauvoo,213
Alabama,Nectar,345
Alabama,Needmore,1797
Alabama,New Brockton,1151
Alabama,New Hope,2814
Alabama,New Market,1597
Alabama,New Site,760
Alabama,New Union,955
Alabama,Newton,1473
Alabama,Newville,522
Alabama,North Bibb,1062
Alabama,North Courtland,618
Alabama,North River,1515
Alabama,Northport,24709
Alabama,Notasulga,868
Alabama,Oak Grove,521
Alabama,Oakland,4115
Alabama,Oakman,763
Alabama,Odenville,3687
Alabama,Ohatchee,1144
Alabama,Oneonta,6627
Alabama,Opelika,29171
Alabama,Opp,6677
Alabama,Orange Beach,5788
Alabama,Our Town,641
Alabama,Owens Cross Roads,1767
Alabama,Oxford,21155
Alabama,Ozark,14700
Alabama,Paint Rock,208
Alabama,Palmerdale,5692
Alabama,Panola-Geiger,918
Alabama,Parrish,965
Alabama,Pelham,22699
Alabama,Pell City,13573
Alabama,Pennington,212
Alabama,Penton,201
Alabama,Perdido Beach,624
Alabama,Peterman,1591
Alabama,Petrey-Highland Home,3821
Alabama,Phenix City,37540
Alabama,Phil Campbell,1233
Alabama,Pickensville,581
Alabama,Piedmont,4736
Alabama,Pike Road,7933
Alabama,Pinckard,635
Alabama,Pine Hill,922
Alabama,Pine Level,1782
Alabama,Pine Ridge,283
Alabama,Pinson,7143
Alabama,Piper-Coleanor,1394
Alabama,Pisgah,715
Alabama,Pleasant Groves,416
Alabama,Pleasant Grove,10325
Alabama,Point Clear,2125
Alabama,Powell,957
Alabama,Prairie Eden-Newbern,1775
Alabama,Prattville,35317
Alabama,Priceville,3061
Alabama,Prichard,22312
Alabama,Princeton,2374
Alabama,Providence,215
Alabama,Ragland,1677
Alabama,Rainbow City,9606
Alabama,Rainsville,5011
Alabama,Ramer,2664
Alabama,Ranburne,411
Alabama,Ray,443
Alabama,Red Bay,3126
Alabama,Red Level,490
Alabama,Redland,3736
Alabama,Redstone Arsenal,1946
Alabama,Reece City,637
Alabama,Reeltown,766
Alabama,Reform,1638
Alabama,Rehobeth,1440
Alabama,Renfroe-Lanier,3087
Alabama,Repton,272
Alabama,River Bend,1054
Alabama,River Falls,527
Alabama,Riverside,2298
Alabama,Roanoke,5970
Alabama,Robbins Crossroads,5963
Alabama,Robertsdale,5773
Alabama,Rock Creek,1456
Alabama,Rock Mills,600
Alabama,Rockford,449
Alabama,Rogersville,1241
Alabama,Rosa,319
Alabama,Rosehill-Gantt,3863
Alabama,Russellville,9806
Alabama,Russell,3690
Alabama,Rutledge,461
Alabama,Safford,642
Alabama,Saks,10744
Alabama,Salem,4027
Alabama,Samantha,4347
Alabama,Samson,1923
Alabama,Sand Rock,562
Alabama,Sanford,248
Alabama,Saraland,13744
Alabama,Sardis City,1742
Alabama,Sardis,1509
Alabama,Satsuma,6167
Alabama,Sawyerville,2500
Alabama,Scottsboro,14748
Alabama,Section,763
Alabama,Selma,19814
Alabama,Selmont-West Selmont,2671
Alabama,Semmes,17710
Alabama,Sheffield,9144
Alabama,Shelby,1044
Alabama,Shiloh,274
Alabama,Shoal Creek,1400
Alabama,Shorter-Hardaway,2039
Alabama,Shorterville,3017
Alabama,Shorter,435
Alabama,Shreve,703
Alabama,Silas,437
Alabama,Silverhill,754
Alabama,Simcoe,7557
Alabama,Sipsey,427
Alabama,Skyline,843
Alabama,Slocomb,1970
Alabama,Smiths Station,5251
Alabama,Smiths-Salem,29351
Alabama,Smiths,24633
Alabama,Smoke Rise,1825
Alabama,Snead,843
Alabama,Somerville,718
Alabama,South Pickens,5743
Alabama,South Vinemont,753
Alabama,Southside,8552
Alabama,Spanish Fort,7806
Alabama,Speake-Oakville,2110
Alabama,Spring Garden,238
Alabama,Springville,4194
Alabama,Sprott,1211
Alabama,Spruce Pine,222
Alabama,St. Florian,449
Alabama,St. Stephens,495
Alabama,Steele,1075
Alabama,Sterrett,712
Alabama,Stevenson,2002
Alabama,Stewart-Akron,1847
Alabama,Stewartville,1767
Alabama,Stockton,5086
Alabama,Sulligent,1870
Alabama,Sumiton,2423
Alabama,Summerdale,1005
Alabama,Susan Moore,771
Alabama,Sweet Water,247
Alabama,Sycamore-Winterboro,4910
Alabama,Sylacauga,12703
Alabama,Sylvan Springs,1533
Alabama,Sylvania,1853
Alabama,Talladega,16012
Alabama,Tallassee,4805
Alabama,Tanner-Williams,60211
Alabama,Tarrant,6257
Alabama,Taylor,2415
Alabama,Theodore,6130
Alabama,Thomaston,400
Alabama,Thomasville,4089
Alabama,Thorsby,2023
Alabama,Tidmore Bend,1245
Alabama,Tillmans Corner,17398
Alabama,Titus,5079
Alabama,Town Creek,1076
Alabama,Townley,3395
Alabama,Trafford,640
Alabama,Tri-Cities,33064
Alabama,Triana-Blackwall,5456
Alabama,Triana,522
Alabama,Trinity,2144
Alabama,Troy,19138
Alabama,Trussville,20702
Alabama,Turkeytown,3792
Alabama,Tuscaloosa,96122
Alabama,Tuscumbia,8529
Alabama,Tuskegee-Milstead,14096
Alabama,Tuskegee,8993
Alabama,Twin,390
Alabama,Underwood-Petersville,3247
Alabama,Union Springs,3931
Alabama,Uniontown,2471
Alabama,Union,225
Alabama,Uriah,1660
Alabama,Valley Grande,3878
Alabama,Valley Head,552
Alabama,Valley,9453
Alabama,Vance,1523
Alabama,Vandiver,1135
Alabama,Verbena,4783
Alabama,Vernon,1926
Alabama,Vestavia Hills,34124
Alabama,Victoria,1952
Alabama,Vina,356
Alabama,Vincent,2119
Alabama,Vinemont,9008
Alabama,Vredenburgh,298
Alabama,Wadley,736
Alabama,Wagarville,3277
Alabama,Waldo,278
Alabama,Walnut Grove,689
Alabama,Warrior-Creek Stand,1291
Alabama,Warrior,3190
Alabama,Waterloo,201
Alabama,Weaver,3081
Alabama,Webb,1421
Alabama,Websters Chapel-Alexandria Valley,11175
Alabama,Wedowee,804
Alabama,Welti,2101
Alabama,Weogufka-Marble Valley,3771
Alabama,Weogufka,282
Alabama,West Blocton,1259
Alabama,West End-Cobb Town,3465
Alabama,West Jefferson,338
Alabama,West Point,589
Alabama,Westover,1446
Alabama,Wetumpka,7661
Alabama,White Hall,820
Alabama,White Plains,811
Alabama,Whitesboro,2138
Alabama,Wills Valley,1473
Alabama,Wilsonville,1970
Alabama,Wilton,690
Alabama,Windham Springs,3162
Alabama,Winfield,4593
Alabama,Woodstock,1502
Alabama,Woodville,739
Alabama,York,2408
Alaska,Adak,333
Alaska,Akiachak,627
Alaska,Akiak,363
Alaska,Akutan,1041
Alaska,Alakanuk,726
Alaska,Aleknagik,226
Alaska,"Ambler, AK",265
Alaska,Anaktuvuk Pass,337
Alaska,Anchor Point,1930
Alaska,"Anchorage, AK",301010
Alaska,"Anderson, AK",271
Alaska,Angoon,446
Alaska,Aniak,526
Alaska,Atmautluak,277
Alaska,Atqasuk,241
Alaska,"Badger, AK",19482
Alaska,Barrow,4393
Alaska,"Bear Creek, AK",1956
Alaska,"Bethel, AK",6415
Alaska,Big Delta,591
Alaska,"Big Lake, AK",3350
Alaska,Brevig Mission,399
Alaska,"Buckland, AK",428
Alaska,Buffalo Soapstone,855
Alaska,"Butte, AK",3246
Alaska,Cantwell,219
Alaska,Chefornak,439
Alaska,Chena Ridge,5791
Alaska,Chevak,1006
Alaska,Chickaloon,272
Alaska,Cohoe,1364
Alaska,College,12964
Alaska,Cooper Landing,289
Alaska,Copper Center,328
Alaska,"Cordova, AK",2226
Alaska,"Craig, AK",1254
Alaska,Delta Junction,943
Alaska,Deltana,2251
Alaska,Diamond Ridge,1156
Alaska,Dillingham,2396
Alaska,Eek,311
Alaska,Eielson AFB,2647
Alaska,"Elim, AK",339
Alaska,Emmonak,826
Alaska,Ester,2422
Alaska,"Fairbanks, AK",32469
Alaska,Farm Loop,1028
Alaska,Farmers Loop,4853
Alaska,Fishhook,4679
Alaska,Fort Greely,539
Alaska,Fort Yukon,573
Alaska,Fox River,685
Alaska,Fox,417
Alaska,Fritz Creek,1932
Alaska,Funny River,877
Alaska,Gakona,218
Alaska,"Galena, AK",468
Alaska,Gambell,700
Alaska,"Gateway, AK",5552
Alaska,Glacier View,234
Alaska,Glennallen,483
Alaska,Goldstream,3557
Alaska,Goodnews Bay,255
Alaska,Gustavus,426
Alaska,"Haines, AK",1713
Alaska,"Happy Valley, AK",593
Alaska,Harding-Birch Lakes,299
Alaska,"Healy, AK",1021
Alaska,"Homer, AK",5415
Alaska,Hoonah,734
Alaska,Hooper Bay,1173
Alaska,"Houston, AK",2133
Alaska,Huslia,274
Alaska,Hydaburg,393
Alaska,"Juneau, AK",32406
Alaska,Kachemak,472
Alaska,Kake,576
Alaska,Kaktovik,246
Alaska,Kalifornsky,7850
Alaska,Kasigluk,569
Alaska,Kasilof,549
Alaska,Kenai,7568
Alaska,Kenny Lake,355
Alaska,Ketchikan,8245
Alaska,Kiana,371
Alaska,King Cove,1015
Alaska,King Salmon,374
Alaska,Kipnuk,639
Alaska,Kivalina,384
Alaska,Klawock,774
Alaska,Knik River,744
Alaska,Knik-Fairview,14923
Alaska,Kodiak Station,1301
Alaska,Kodiak,6304
Alaska,Koliganek,209
Alaska,Kongiganak,439
Alaska,Kotlik,619
Alaska,Kotzebue,3284
Alaska,Koyuk,341
Alaska,Kwethluk,757
Alaska,Kwigillingok,321
Alaska,Lakes,8364
Alaska,Lazy Mountain,1479
Alaska,Lower Kalskag,296
Alaska,Manokotak,455
Alaska,"Marshall, AK",444
Alaska,"McGrath, AK",344
Alaska,Meadow Lakes,7570
Alaska,Mekoryuk,201
Alaska,Metlakatla,1405
Alaska,"Minto, AK",210
Alaska,Moose Creek,747
Alaska,Moose Pass,219
Alaska,Mosquito Lake,309
Alaska,"Mountain Village, AK",872
Alaska,Mud Bay,212
Alaska,Naknek,544
Alaska,Nanwalek,254
Alaska,Napakiak,372
Alaska,Napaskiak,425
Alaska,Nenana,376
Alaska,New Stuyahok,525
Alaska,Newtok,354
Alaska,Nightmute,294
Alaska,Nikiski,4493
Alaska,Nikolaevsk,318
Alaska,Ninilchik,883
Alaska,Noatak,514
Alaska,"Nome, AK",3788
Alaska,Noorvik,686
Alaska,North Pole,2178
Alaska,Nuiqsut,416
Alaska,Nulato,263
Alaska,Nunam Iqua,201
Alaska,Nunapitchuk,521
Alaska,Old Harbor,223
Alaska,"Palmer, AK",6515
Alaska,"Petersburg, AK",2920
Alaska,Pilot Station,609
Alaska,"Pleasant Valley, AK",725
Alaska,Point Hope,702
Alaska,Point MacKenzie,529
Alaska,Prudhoe Bay,2174
Alaska,Quinhagak,702
Alaska,Red Dog Mine,309
Alaska,"Ridgeway, AK",2022
Alaska,Russian Mission,335
Alaska,Salamatof,980
Alaska,Salcha,1095
Alaska,Sand Point,1073
Alaska,Savoonga,690
Alaska,Saxman,418
Alaska,Scammon Bay,508
Alaska,Selawik,852
Alaska,Seldovia,272
Alaska,"Seward, AK",2528
Alaska,Shaktoolik,258
Alaska,Shishmaref,579
Alaska,Shungnak,269
Alaska,Sitka,8900
Alaska,Skagway,920
Alaska,Soldotna,4445
Alaska,South Van Horn,558
Alaska,"St. Mary's, AK",544
Alaska,"St. Michael, AK",412
Alaska,"St. Paul, AK",511
Alaska,Stebbins,572
Alaska,Steele Creek,6662
Alaska,"Sterling, AK",5617
Alaska,Susitna North,1260
Alaska,Sutton-Alpine,1447
Alaska,Talkeetna,876
Alaska,Tanaina,8197
Alaska,Tanana,245
Alaska,Tazlina,297
Alaska,Teller,235
Alaska,Thorne Bay,488
Alaska,Togiak,842
Alaska,Toksook Bay,619
Alaska,Tok,1258
Alaska,Trapper Creek,481
Alaska,Tuluksak,373
Alaska,Tuntutuliak,408
Alaska,Tununak,327
Alaska,"Two Rivers, AK",719
Alaska,Unalakleet,707
Alaska,Unalaska,4516
Alaska,Upper Kalskag,221
Alaska,"Valdez, AK",3921
Alaska,"Wainwright, AK",580
Alaska,Wasilla,8849
Alaska,"Whittier, AK",217
Alaska,"Willow, AK",2102
Alaska,Womens Bay,719
Alaska,Wrangell,2364
Alaska,Yakutat,662
Alaska,Y,1316
Arkansas,Adona,205
Arkansas,"Alexander, AR",2864
Arkansas,"Alma, AR",5560
Arkansas,Almyra,276
Arkansas,"Alpena, AR",394
Arkansas,Altheimer,909
Arkansas,"Altus, AR",736
Arkansas,"Amity, AR",704
Arkansas,Arkadelphia,10649
Arkansas,"Arkansas City, AR",336
Arkansas,Ash Flat,1064
Arkansas,Ashdown,4503
Arkansas,"Atkins, AR",3049
Arkansas,"Augusta, AR",2105
Arkansas,"Austin, AR",3091
Arkansas,"Avilla, AR",896
Arkansas,"Avoca, AR",509
Arkansas,"Bald Knob, AR",2892
Arkansas,Barling,4720
Arkansas,"Batesville, AR",10497
Arkansas,Bauxite,506
Arkansas,Bay,1796
Arkansas,"Bearden, AR",916
Arkansas,Beebe,7971
Arkansas,"Bella Vista, AR",27688
Arkansas,"Bellefonte, AR",476
Arkansas,"Belleville, AR",437
Arkansas,"Bentonville, AR",41613
Arkansas,"Benton, AR",33625
Arkansas,Bergman,445
Arkansas,"Berryville, AR",5375
Arkansas,Bethel Heights,2473
Arkansas,"Bigelow, AR",309
Arkansas,Biggers,339
Arkansas,Black Oak,261
Arkansas,"Black Rock, AR",635
Arkansas,Blevins,311
Arkansas,Blytheville,14884
Arkansas,"Bonanza, AR",550
Arkansas,Bono,2159
Arkansas,"Booneville, AR",3933
Arkansas,"Bradford, AR",756
Arkansas,"Bradley, AR",577
Arkansas,"Branch, AR",360
Arkansas,"Briarcliff, AR",233
Arkansas,Brinkley,2960
Arkansas,Brookland,3111
Arkansas,"Bryant, AR",19625
Arkansas,"Buckner, AR",256
Arkansas,Bull Shoals,1951
Arkansas,"Cabot, AR",25627
Arkansas,Caddo Valley,611
Arkansas,"Caldwell, AR",507
Arkansas,Calico Rock,1692
Arkansas,Calion,470
Arkansas,"Camden, AR",11569
Arkansas,Cammack Village,754
Arkansas,Campbell Station,246
Arkansas,Caraway,1263
Arkansas,"Carlisle, AR",2202
Arkansas,"Carthage, AR",328
Arkansas,Cash,360
Arkansas,Caulksville,209
Arkansas,"Cave City, AR",1869
Arkansas,Cave Springs,2455
Arkansas,"Cedarville, AR",1370
Arkansas,Center Ridge,388
Arkansas,Centerton,11193
Arkansas,"Central City, AR",493
Arkansas,"Charleston, AR",2500
Arkansas,Cherokee Village,4807
Arkansas,"Cherry Valley, AR",616
Arkansas,Chidester,276
Arkansas,"Clarendon, AR",1542
Arkansas,Clarkedale,359
Arkansas,"Clarksville, AR",9391
Arkansas,"Clinton, AR",2549
Arkansas,Coal Hill,1021
Arkansas,"College City, AR",485
Arkansas,"College Station, AR",600
Arkansas,Colt,356
Arkansas,"Concord, AR",240
Arkansas,"Conway, AR",64490
Arkansas,"Corning, AR",3163
Arkansas,"Cotter, AR",947
Arkansas,Cotton Plant,619
Arkansas,"Cove, AR",373
Arkansas,"Crawfordsville, AR",463
Arkansas,Crossett,5252
Arkansas,Cushman,454
Arkansas,"Damascus, AR",383
Arkansas,"Danville, AR",2377
Arkansas,Dardanelle,4710
Arkansas,De Queen,6749
Arkansas,De Valls Bluff,587
Arkansas,"De Witt, AR",3215
Arkansas,"Decatur, AR",1766
Arkansas,Delight,273
Arkansas,Dell,211
Arkansas,Dennard,530
Arkansas,"Denning, AR",308
Arkansas,Dermott,2754
Arkansas,"Des Arc, AR",1638
Arkansas,Diamond City,782
Arkansas,Diaz,1274
Arkansas,Dierks,1108
Arkansas,"Donaldson, AR",301
Arkansas,"Dover, AR",1397
Arkansas,"Dumas, AR",4432
Arkansas,"Dyer, AR",861
Arkansas,Dyess,389
Arkansas,Earle,2321
Arkansas,East Camden,880
Arkansas,East End,6998
Arkansas,Edmondson,410
Arkansas,"El Dorado, AR",18352
Arkansas,Elaine,572
Arkansas,"Elkins, AR",2890
Arkansas,Elm Springs,1720
Arkansas,"Emerson, AR",354
Arkansas,"Emmet, AR",497
Arkansas,England,2786
Arkansas,"Enola, AR",344
Arkansas,"Etowah, AR",333
Arkansas,"Eudora, AR",2137
Arkansas,Eureka Springs,2086
Arkansas,"Evening Shade, AR",421
Arkansas,Fairfield Bay,2280
Arkansas,"Farmington, AR",6477
Arkansas,"Fayetteville, AR",80621
Arkansas,"Fisher, AR",220
Arkansas,Flippin,1350
Arkansas,"Fordyce, AR",4107
Arkansas,Foreman,957
Arkansas,Forrest City,14823
Arkansas,"Fort Smith, AR",87351
Arkansas,Fouke,864
Arkansas,Fountain Lake,510
Arkansas,Fredonia (Biscoe),343
Arkansas,"Garfield, AR",524
Arkansas,"Garland, AR",240
Arkansas,"Garner, AR",283
Arkansas,Gassville,2121
Arkansas,"Gateway, AR",423
Arkansas,"Gentry, AR",3367
Arkansas,"Gibson, AR",3543
Arkansas,"Gillett, AR",687
Arkansas,"Gilmore, AR",256
Arkansas,"Glenwood, AR",2179
Arkansas,"Goshen, AR",1433
Arkansas,Gosnell,3352
Arkansas,"Gould, AR",794
